ID,Name,HP,Attack,Defense,Speed,Special,Move1,Move2,Move3,Move4
27,サンド,131,102,112,67,56,じしん,きりさく,ちきゅうなげ,どくばり
28,サンドパン,156,127,137,92,81,あなをほる,スピードスター,すなかけ,かいりき
29,ニドラン♀,136,74,79,68,66,のしかかり,どくどく,すてみタックル,がまん
30,ニドリーナ,151,89,94,83,81,しっぽをふる,れいとうビーム,かみつく,のしかかり
31,ニドクイン,171,109,114,103,101,じわれ,いわなだれ,じごくぐるま,バブルこうせん
32,ニドラン♂,127,84,67,77,66,どくどく,リフレクター,ものまね,10まんボルト
33,ニドリーノ,142,99,84,92,81,かみなり,つのドリル,みだれづき,どくばり
34,ニドキング,162,119,104,112,101,メガトンパンチ,つのでつく,にどげり,バブルこうせん
35,ピッピ,151,72,75,62,86,10まんボルト,サイコキネシス,のしかかり,ふぶき
36,ピクシー,176,97,100,87,111,うたう,ゆびをふる,ちいさくなる,れいとうビーム
37,ロコン,119,68,67,92,91,だいもんじ,リフレクター,ほのおのうず,どくどく
38,キュウコン,154,103,102,127,126,あやしいひかり,あなをほる,ひのこ,がまん
39,プリン,196,72,47,47,51,うたう,のしかかり,10まんボルト,れいとうビーム
40,プクリン,221,97,72,72,76,うたう,かいりき,まるくなる,サイコキネシス
41,ズバット,121,72,62,82,66,あやしいひかり,メガドレイン,どくどく,すてみタックル
42,ゴルバット,156,107,97,117,101,あやしいひかり,メガドレイン,つばさでうつ,くろいきり
43,ナゾノクサ,126,77,82,57,101,しびれごな,どくどく,メガドレイン,すてみタックル
44,クサイハナ,141,92,97,67,111,つるぎのまい,すてみタックル,すいとる,どくのこな
45,ラフレシア,156,107,112,77,126,ねむりごな,はなびらのまい,がまん,はかいこうせん
46,パラス,116,97,82,52,81,キノコのほうし,きりさく,リフレクター,メガドレイン
47,パラセクト,141,122,107,57,106,キノコのほうし,あなをほる,つるぎのまい,すてみタックル
48,コンパン,141,82,77,72,66,サイコキネシス,メガドレイン,リフレクター,しびれごな
49,モルフォン,151,92,87,117,116,しびれごな,ちょうおんぱ,サイケこうせん,どくどく
50,ディグダ,91,82,52,122,71,じしん,きりさく,じわれ,いわなだれ
52,ニャース,121,72,62,117,66,きりさく,かみなり,バブルこうせん,ものまね
53,ペルシアン,146,97,87,142,91,10まんボルト,ものまね,いやなおと,きりさく
54,コダック,131,79,75,82,76,なみのり,ねんりき,あなをほる,ふぶき
55,ゴルダック,161,109,105,112,106,かなしばり,なみのり,どくどく,スピードスター
56,マンキー,121,107,62,97,61,じごくぐるま,あなをほる,ちきゅうなげ,ゆびをふる
57,オコリザル,146,132,87,122,86,ちきゅうなげ,いわなだれ,メガトンキック,けたぐり
58,ガーディ,136,97,72,87,76,かえんほうしゃ,のしかかり,リフレクター,りゅうのいかり
59,ウインディ,171,137,107,122,106,リフレクター,とっしん,だいもんじ,こうそくいどう
60,ニョロモ,121,77,67,117,66,のしかかり,ふぶき,なみのり,さいみんじゅつ
61,ニョロゾ,146,92,92,117,76,ドわすれ,どくどく,すてみタックル,サイコキネシス
62,ニョロボン,171,112,122,97,96,さいみんじゅつ,じごくぐるま,カウンター,バブルこうせん
63,ケーシィ,106,47,42,117,131,サイコキネシス,ちきゅうなげ,リフレクター,どくどく
64,ユンゲラー,121,62,57,132,146,サイケこうせん,でんじは,じこさいせい,ちきゅうなげ
66,ワンリキー,151,107,77,62,61,じごくぐるま,ゆびをふる,じしん,かいりき
67,ゴーリキー,161,127,97,72,76,あなをほる,メガトンキック,いわなだれ,じわれ
68,カイリキー,171,157,107,82,91,からてチョップ,けたぐり,カウンター,ちきゅうなげ
69,マダツボミ,131,102,62,67,96,まきつく,どくどく,メガドレイン,たたきつける
70,ウツドン,146,117,77,82,111,はっぱカッター,どくのこな,しびれごな,いあいぎり
71,ウツボット,161,132,92,97,126,ねむりごな,ソーラービーム,リフレクター,ものまね
72,メノクラゲ,121,67,62,97,126,なみのり,ちょうおんぱ,ようかいえき,どくどく
73,ドククラゲ,161,97,92,127,146,まきつく,どくばり,ハイドロポンプ,いあいぎり
74,イシツブテ,121,107,127,47,56,とっしん,かいりき,いわなだれ,だいばくはつ
75,ゴローン,136,122,142,62,71,じばく,じしん,ちきゅうなげ,ゆびをふる
77,ポニータ,131,112,82,117,91,だいもんじ,こうそくいどう,つのドリル,のしかかり
78,ギャロップ,146,127,97,132,106,ふみつけ,ひのこ,どくどく,ほのおのうず
79,ヤドン,171,92,92,42,66,なみのり,サイコキネシス,かいりき,フラッシュ
80,ヤドラン,176,102,137,57,106,ドわすれ,ねんりき,あなをほる,がまん
81,コイル,106,62,97,72,121,10まんボルト,どくどく,ちょうおんぱ,すてみタックル
83,カモネギ,133,92,82,87,84,きりさく,すなかけ,こうそくいどう,そらをとぶ
84,ドードー,116,112,72,102,61,ドリルくちばし,ゴッドバード,とっしん,リフレクター
85,ドードリオ,141,137,97,127,86,そらをとぶ,トライアタック,こうそくいどう,みだれづき
86,パウワウ,146,72,82,72,96,れいとうビーム,かいりき,とっしん,なみのり
87,ジュゴン,171,97,107,97,121,ずつき,オーロラビーム,ねむる,バブルこうせん
88,ベトベター,161,107,77,52,66,ちいさくなる,のしかかり,かなしばり,だいもんじ
89,ベトベトン,186,132,102,77,91,ヘドロこうげき,10まんボルト,メガドレイン,はたく
90,シェルダー,111,92,127,67,71,れいとうビーム,だいばくはつ,どくどく,トライアタック
91,パルシェン,131,122,207,97,111,オーロラビーム,じばく,とげキャノン,ちょうおんぱ
92,ゴース,111,62,57,107,126,さいみんじゅつ,ゆめくい,サイコキネシス,あやしいひかり
93,ゴースト,126,77,72,122,141,メガドレイン,10まんボルト,ものまね,したでなめる
95,イワーク,116,72,187,97,56,あなをほる,しめつける,すてみタックル,だいばくはつ
96,スリープ,141,75,72,69,116,さいみんじゅつ,ゆめくい,サイコキネシス,フラッシュ
98,クラブ,111,132,117,77,51,クラブハンマー,つるぎのまい,すてみタックル,れいとうビーム
99,キングラー,136,157,142,102,76,ハサミギロチン,のしかかり,なみのり,にらみつける
100,ビリリダマ,121,57,77,127,81,10まんボルト,どくどく,かげぶんしん,だいばくはつ
102,タマタマ,141,67,107,67,86,やどりぎのタネ,しびれごな,タマゴばくだん,だいばくはつ
104,カラカラ,131,77,122,62,66,ホネこんぼう,あばれる,れいとうビーム,あなをほる
105,ガラガラ,141,107,137,72,76,ホネブーメラン,いかり,じわれ,ちきゅうなげ
106,サワムラー,131,147,80,114,61,まわしげり,とびげり,とびひざげり,メガトンキック
107,エビワラー,131,132,106,103,61,ほのおのパンチ,かみなりパンチ,れいとうパンチ,れんぞくパンチ
108,ベロリンガ,171,82,102,57,86,ちょうおんぱ,メガトンキック,いやなおと,ものまね
109,ドガース,121,92,122,62,86,ヘドロこうげき,どくどく,10まんボルト,だいばくはつ
110,マタドガス,146,117,147,87,111,ヘドロこうげき,じばく,くろいきり,かみなり
111,サイホーン,161,112,122,52,56,ふみつけ,じしん,かみなり,だいもんじ
112,サイドン,186,157,147,67,71,つのドリル,あなをほる,バブルこうせん,とっしん
114,モンジャラ,146,82,142,87,126,ねむる,たたきつける,メガドレイン,かげぶんしん
116,タッツー,111,67,97,87,96,なみのり,どくどく,えんまく,れいとうビーム
117,シードラ,136,92,122,112,121,えんまく,ハイドロポンプ,スピードスター,とっしん
118,トサキント,126,94,87,90,76,なみのり,どくどく,つのドリル,れいとうビーム
119,アズマオウ,161,119,92,95,106,たきのぼり,つのドリル,ちょうおんぱ,ロケットずつき
120,ヒトデマン,111,72,82,112,96,10まんボルト,じこさいせい,なみのり,サイコウェーブ
122,バリヤード,121,72,92,117,126,バリアー,サイコキネシス,ゆびをふる,カウンター
123,ストライク,151,137,107,132,81,でんこうせっか,きりさく,つるぎのまい,スピードスター
125,エレブー,146,110,84,132,111,かみなりパンチ,でんこうせっか,でんじは,ちきゅうなげ
126,ブーバー,146,122,84,120,111,あやしいひかり,ほのおのパンチ,えんまく,かいりき
127,カイロス,146,152,127,112,81,きりさく,どくどく,しめつける,つるぎのまい
129,コイキング,101,37,82,107,46,はねる,たいあたり,,
133,イーブイ,136,82,77,82,91,どくどく,のしかかり,すなかけ,すてみタックル
136,ブースター,146,157,87,92,136,ほのおのうず,だいもんじ,どくどく,すてみタックル
137,ポリゴン,146,87,97,67,101,テクスチャー,すてみタックル,じこさいせい,でんじは
138,オムナイト,116,67,127,62,116,ふぶき,なみのり,すてみタックル,リフレクター
139,オムスター,151,87,152,82,141,つのドリル,ちきゅうなげ,とげキャノン,すてみタックル
140,カブト,111,107,117,82,71,きりさく,どくどく,れいとうビーム,リフレクター
141,カブトプス,141,142,132,107,96,ハイドロポンプ,つるぎのまい,メガトンキック,かげぶんしん
142,プテラ,161,132,92,157,86,ちょうおんぱ,とっしん,こうそくいどう,そらをとぶ
146,ファイヤー,171,127,117,117,151,ほのおのうず,だいもんじ,とっしん,そらをとぶ
147,ミニリュウ,122,91,72,77,76,はかいこうせん,りゅうのいかり,10まんボルト,かげぶんしん
148,ハクリュー,142,111,92,97,96,どくどく,まきつく,こうそくいどう,すてみタックル
