,avg_phys_off,avg_spec_off,avg_off,avg_phys_def,avg_spec_off,avg_def
nidorino,0.44040446915842646,0.5063627035767685,0.574429694788955,0.6111506622516553,0.4363938557763061,0.7185768027961733
nidoking,0.8865775622963541,0.7262910400635697,1.0486457719821998,0.43861928606041034,0.4257991439185913,0.6005719592957521
clefairy,0.4568336959511834,0.5487860129372241,0.6174490656719775,0.5475536510409903,0.36712963684369965,0.5939471930052372
clefable,0.6391508383711194,0.7304186793844875,0.8472940558452862,0.3570161470347495,0.24718059379418109,0.3889175533893891
vulpix,0.3591058118966761,0.5396915773751261,0.59713324042406,0.9187181872913357,0.5337168190027913,1.0263455749548462
ninetales,0.5753213643769245,0.7825981389554868,0.8892914433100414,0.4685705552725419,0.30548709458312095,0.5393214467651554
jigglypuff,0.4465218334335988,0.3378215032600164,0.4822524468629931,0.673030704394943,0.4708172453006889,0.7417830624122015
wigglytuff,0.6247673226828612,0.49607593904509695,0.6989363077202483,0.3889434264841266,0.28428640156802193,0.43341454577851696
zubat,0.30248671509649394,0.1185116419926835,0.33173892441699904,0.8096992408334677,0.9014979809400737,1.176608517740806
golbat,0.4785050531778893,0.18940741842184194,0.5236579353727093,0.4001872747086932,0.46545485790929647,0.5928430715064127
oddish,0.3106001910650428,0.4606761592962505,0.5533635794397594,0.6042741100993374,0.5502168874172185,0.7837863203642381
gloom,0.3756650684337889,0.5113465535349059,0.6331592665576284,0.46154318529152943,0.4507309776316402,0.6205170194044366
vileplume,0.4478162561086997,0.5879121374451993,0.7359680838885719,0.36971892027831327,0.3611148461731914,0.4946518568195154
paras,0.48179942360909306,0.3136320000703123,0.5766259333284652,0.8589077337523853,1.0153560444494332,1.3480684700864298
parasect,0.6119597675543641,0.4098578842041297,0.7394019211016266,0.5529786504885844,0.6482458204047605,0.8615943129717962
venonat,0.33739240575039536,0.338541261676183,0.4170815657127757,0.581258648636132,0.6670078266104754,0.8490935025239656
venomoth,0.40818831635237973,0.600077527299154,0.6464829120100812,0.4807963467947888,0.36148907068346076,0.5590696446348957
diglett,0.6293151352370757,-0.00704309489119075,0.6293151352370757,1.2908575090792567,1.09430634479812,1.5836250089012316
dugtrio,0.8387541579205393,-0.00704309489119075,0.8387541579205393,0.663808508250084,0.6458082837579974,0.8793718711415422
meowth,0.4747509829188841,0.34855137752799353,0.5404352312758103,0.835552037904485,0.5913941743390944,0.9259963387713345
persian,0.6871052821923229,0.49107074629793873,0.7786184654703873,0.48704241990334707,0.3595204045104707,0.5447470019688565
psyduck,0.44216937471358686,0.5368947729086044,0.6198658035100908,0.5993253995916951,0.576073196235622,0.78742369167953
golduck,0.6027650135462203,0.7751729114331166,0.8793375379148027,0.3543590785357332,0.3432854182748953,0.4641934749928901
mankey,0.6356102858659003,0.2532281515177858,0.6471732205043038,0.8292324341786462,0.7085303397404836,1.010325095568836
primeape,0.8150479264760275,0.367134859466439,0.8418309985878802,0.4835061750492214,0.422178628960086,0.59239905136925
growlithe,0.5062205961143837,0.47975500241150404,0.6181074195171191,0.7423535847970055,0.5554049332949419,0.911000767828007
arcanine,0.7669449364589767,0.6664909309165988,0.9173639361287211,0.40538345519274194,0.32346323163495766,0.5076795926960915
poliwag,0.3336664948575927,0.45075029342315615,0.50199861287874,0.7352162816992406,0.7135019652183271,0.9737443600926071
poliwhirl,0.5210222729800796,0.5693860671722395,0.6853636430108936,0.43830499373545717,0.5176873993198499,0.6460557544299268
poliwrath,0.635989394754223,0.6873393055368034,0.8439522271132915,0.3128597787390423,0.38209508861922437,0.47784879225203825
abra,0.3450934230252063,0.6714015873216957,0.6943825741820899,1.3718727005150846,0.33738140789796434,1.3718727005150846
kadabra,0.4030150521398579,0.9818223639201576,0.9936502831066324,0.8750722015829432,0.26856479836321545,0.8750722015829432
alakazam,0.4680977641012501,1.1052017217911974,1.1209947092839856,0.6013037719550821,0.22006728092907205,0.6014955369997121
machop,0.6034134030665477,0.22805767069387195,0.6143020672002181,0.5281543522486256,0.5696028221443099,0.7279445093710775
machoke,0.7198345223673361,0.28841087923717146,0.7353911033257425,0.3988743347011742,0.43237459878925766,0.5489511233900781
machamp,0.9114065833848769,0.35014802779110077,0.9288417688017278,0.3465920453240441,0.3421812961757841,0.45021789227883496
bellsprout,0.41640576453560035,0.48839512681800773,0.6430005108102687,0.7746529900911218,0.5566401434048697,0.9009164965393617
weepinbell,0.4883864513979833,0.6357607616790159,0.799823865211981,0.5550892249865761,0.4355035797386792,0.6684277787721494
victreebel,0.5771391944503687,0.7690866164191213,0.957808304197745,0.42499605899321496,0.35003770365254144,0.5216349896396212
tentacool,0.2883652270609253,0.9035294331679556,0.9082266765763517,0.9783382329187529,0.3794209874549079,1.023003715070263
tentacruel,0.4383045688091337,1.0937980030744128,1.1082934771020267,0.4948311867712184,0.25078105066428313,0.5374827936456344
geodude,0.7785305691663678,0.2050260005301146,0.7796686891000877,0.40576428148387444,1.6653863134657836,1.7875617293921287
graveler,0.9076217852445292,0.26571441098511345,0.9106457359216956,0.334092139360783,1.1846838468183127,1.2859295517804012
golem,1.0324129138289002,0.307454580958007,1.036481540542156,0.268378336651363,0.8850183236501038,0.9644065331328975
ponyta,0.5010385988806085,0.5604580692555189,0.6554339197896782,0.6776501518697405,0.48556191804013354,0.8157275307473983
rapidash,0.5886014157508327,0.6648308898921487,0.7763198897094151,0.5174573116162521,0.3781022910327547,0.6248994988365852
slowpoke,0.4625527055827026,0.5463831940670022,0.6267731478513516,0.37598315660529036,0.4941610075412468,0.5949142135283079
slowbro,0.5258110759072577,0.8785297764816814,0.9229218027792739,0.26965488503608903,0.3066387380013394,0.3898377855495201
magnemite,0.2560627271990001,0.7160228047187925,0.7408041429453853,0.7109580573951434,0.3479724061810155,0.7343666911945055
magneton,0.3699515824780572,0.895603074889566,0.939247608411599,0.46559916347159297,0.2386873475078425,0.4812442364188618
farfetchd,0.6143554163835993,-0.00704309489119075,0.6143554163835993,0.5499267108167768,0.627756487613441,0.7962485160657341
doduo,0.8029803336850453,-0.00704309489119075,0.8029803336850453,0.7255137501403074,0.9778956111797065,1.1770474800763278
dodrio,1.0729168641607534,-0.00704309489119075,1.0729168641607534,0.4410068077617747,0.57828537025888,0.698420506645672
seel,0.3469693214913448,0.6525381057342127,0.680381379978585,0.48990048326472124,0.4152938070520852,0.6033143010560228
dewgong,0.43454517028173956,1.0075284688698698,1.030482550325639,0.35355188913983854,0.3016651992497032,0.4331743674156872
grimer,0.4480634220719993,0.3584206021765729,0.49766074369335367,0.587519278430098,0.4704219721285499,0.7226451062446673
muk,0.5852948854907379,0.5082021588116316,0.6702077535876948,0.3913653656474566,0.2988478934761166,0.4698841059602649
shellder,0.36717187288024195,0.48522777918203497,0.5442894707919304,0.4336470726132571,0.724287288284592,0.8179212330774187
cloyster,0.5186794849511336,0.9262943489911782,0.9779980005209536,0.2890910720509885,0.4254577503361051,0.49572782950754346
gastly,0.34571078523208504,0.5896589398643359,0.621574718114495,0.679865322627908,0.3649382875227101,0.8606042313778354
haunter,0.38463333234677183,0.6700295882155538,0.7068318661173832,0.4899985513245029,0.28923623758278144,0.6323338162251655
gengar,0.45004028972957916,0.755730185800071,0.8061902857278075,0.37378983929977294,0.23631778817209276,0.48894641782058973
onix,0.5827688173019051,-0.00704309489119075,0.5827688173019051,0.3181073072174207,1.7359535301380626,1.8190891233584023
drowzee,0.36674455555794255,0.7160333375715524,0.7340897520787424,0.578898717176863,0.2852194692724494,0.5871380539989811
hypno,0.448075770554547,0.8964171582416354,0.9209593449447119,0.36906007568590365,0.20302664774519086,0.37826277199621583
krabby,0.5497962053725226,0.4334177770575329,0.6346878398072054,0.46427826290804664,0.9937011076598486,1.0819030651116455
kingler,0.7008858338380239,0.6976786391924089,0.88082700007078,0.3299717823207601,0.5552009789807082,0.6257149438525769
voltorb,0.25672553001168896,0.5295314443490245,0.566035621862192,0.7841266354385398,0.44826177784956645,0.835649814246487
electrode,0.3647610834017671,0.7274108113555955,0.7816010188217188,0.5354346315935721,0.2981221692215071,0.5653041263372387
exeggcute,0.2685667748938487,0.38515657028904277,0.4355646288692235,0.4214018431899227,0.5377333395081739,0.6574586208493493
exeggcutor,0.5062861751022097,0.6207691827422461,0.7853958645996121,0.33099241014956465,0.2546097923952676,0.3861482253143834
cubone,0.5380476238430644,0.351952726636205,0.603684110759691,0.3813762884031272,0.8208022705771046,0.9090049295423989
marowak,0.7262438646563455,0.41013263229630476,0.7889221946433774,0.3267514472282685,0.6665698142916684,0.7416422914833509
hitmonlee,0.7251491688608603,-0.00704309489119075,0.7251491688608603,1.188064410777466,1.2959762315159207,1.6426020139707884
hitmonchan,0.6333059862511112,0.2964973343292051,0.6418768174481605,0.45045720260917205,0.6552573818652592,0.7599470198675494
lickitung,0.5452085403833561,0.5688365596165329,0.6857110532116925,0.36050560808482945,0.32468690426061336,0.4425862266967809
koffing,0.3917376201209873,0.45098635532443504,0.5110047935128995,0.5041453723146504,0.4821701394497388,0.668667635815431
weezing,0.5236213003233299,0.6019859482788164,0.6830716218917269,0.3594233040988006,0.31360417039556115,0.4520124395919097
rhyhorn,0.8215788131523325,0.293128591177523,0.8255123440752937,0.32272522650631774,1.2567025555600693,1.3532056230447325
rhydon,1.1699860839938983,0.481066889237149,1.1877592184272394,0.24826067352402412,0.8696083556432297,0.9413986895871496
chansey,0.3445092737674831,0.84515120333979,0.8487713586566421,0.5765397450430564,0.11296199510769052,0.5765397450430564
tangela,0.3406082300892871,0.5094256167806315,0.6059411582895053,0.3279275102917487,0.3694727044925721,0.4635649722570252
kangaskhan,0.9219033740685986,0.485278356041187,0.9611908361441442,0.3204944342680007,0.38692278427504573,0.4700226151895165
horsea,0.27772114814208426,0.6755082628148971,0.6879811091587034,0.5513536892691789,0.5439246322452091,0.731650002930317
seadra,0.39657110230032394,0.8799860012872942,0.9027123220747152,0.3681019291678664,0.35889212016508293,0.4821008734043573
goldeen,0.4196479995073618,0.5367535308513823,0.6009222510560175,0.5362319950331124,0.5985760554635758,0.7656110306291388
seaking,0.5231005679005051,0.7455756597885982,0.8115126919549821,0.39816080932840364,0.3432854182748953,0.493563320196644
staryu,0.3096099416417606,0.7910835242285215,0.7977904054441496,0.6513539236945439,0.5439246322452091,0.7986954228447518
starmie,0.4613867075308644,1.0691613001878066,1.0820654404097083,0.38061001250405246,0.3257331542629557,0.4693049599407218
mr. mime,0.3720041990988768,0.7292722526682099,0.7486529325290547,0.5315619447585205,0.30745016960103383,0.5510136219242989
scyther,0.6411491257354598,0.312745154455717,0.6635339844988164,0.4771060901181666,0.6269996970090465,0.7918494567805053
jynx,0.3903340438652868,0.9403559209955474,0.9564057521330644,0.6713459817433326,0.3423927868265616,0.6899536423841058
electabuzz,0.5153837479742703,0.7450831309119103,0.8315721785499418,0.5936080186146409,0.27549006622516553,0.6100985323071413
magmar,0.5619439483652037,0.6856154067782051,0.77886220486995,0.5936525863611954,0.3624412027921961,0.671114730624664
pinsir,0.7073383360352241,-0.00704309489119075,0.7073383360352241,0.3637427957759082,0.5029120279219615,0.5836846250223733
tauros,0.9804439986998313,0.6652748879343477,1.0474548491528926,0.33795523514125225,0.32041948193478076,0.42434629893536774
magikarp,0.06594549742216325,-0.00704309489119075,0.06594549742216325,0.7203394843438561,1.202931010094515,1.3632748665852246
gyarados,0.6732901342998737,1.0597331394475904,1.1115434431441462,0.33066701391472564,0.41095632115484754,0.5193873800133938
lapras,0.48381011311513566,1.0980145719582228,1.1123972457513593,0.2932445356465505,0.24501445760656654,0.35698243323073103
ditto,0.19655174345507578,-0.00704309489119075,0.19655174345507578,0.6426837874728274,0.49728001617713974,0.7359655224710581
eevee,0.5108151781268631,-0.00704309489119075,0.5108151781268631,0.5920950187158075,0.38557260773586716,0.6374808522890872
vaporeon,0.38490044866002554,0.9553956919698829,0.9724014187381808,0.3233235705624476,0.20884755775269717,0.3602088113670988
jolteon,0.45287640052581213,0.9155362726926125,0.9909835421691073,0.5737737605154827,0.2285476105244317,0.5793373903705034
flareon,0.6788007347560913,0.7980858745809173,0.9229189316117881,0.5737737605154827,0.300802040451047,0.6209113119742261
porygon,0.5280808142708764,0.604620397071497,0.691869354964557,0.4395403615536066,0.32536593878646847,0.4909731519599071
omanyte,0.2660455666558575,0.7794638301341527,0.7860476529824533,0.4220316533842181,0.5716573128297228,0.7403474015040971
omastar,0.3989429509524692,0.9736494550777033,0.9891172567719866,0.28919413063238536,0.36779509154655193,0.4804476474916678
kabuto,0.43852863670096365,0.5014584265567474,0.5923045672076134,0.4712648420559104,0.947396706323624,1.0997976909101561
kabutops,0.6457850279314705,0.6965084039006831,0.8370909394625954,0.34153975825499,0.5633904506089938,0.6811026721622749
aerodactyl,0.7501907564326065,0.41575004913269015,0.7569935759530296,0.2832436517287613,0.5483219436882948,0.622156583919067
snorlax,0.9408308580454334,0.6063709081821221,1.0105656617989522,0.2895546289483008,0.2189671599487642,0.328094186902134
articuno,0.5894074172983514,1.1484020376780733,1.1752802304399712,0.3493036787505262,0.2732859931860812,0.42068567928645256
zapdos,0.6774270324391152,0.9698137498415129,1.1347360518143896,0.32474049688014384,0.24492209929946795,0.3705829345787236
moltres,0.673529272184775,0.9197206872363606,0.9790072312416104,0.37200045936531007,0.28898610419936466,0.46588906327757146
dratini,0.37092945991878196,0.5328157746945953,0.5698541857816307,0.6737150181585133,0.573663426618244,0.8551813715018162
dragonair,0.4874582370613734,0.678534590224363,0.7312996871079698,0.45109271523178823,0.3960921633554085,0.5772803532008828
dragonite,0.7299825381825582,0.8927522162314905,1.0077284667230961,0.30290203242749514,0.45804506356093516,0.5636591306995512
mewtwo,0.6743311200363628,1.579472988688839,1.6033160236952377,0.28492799327236407,0.1465109499281684,0.2892392865902799
mew,0.7703572647970971,1.11284475407781,1.2069554123785269,0.27669829551623043,0.20664683530561279,0.3063606557377048
