ID,Name,HP,Attack,Defense,Speed,Special,Move1,Move2,Move3,Move4
24,アーボック,143,114,98,108,93,へびにらみ,まきつく,ようかいえき,あなをほる
25,ピカチュウ,118,84,59,118,78,10まんボルト,たたきつける,でんじは,フラッシュ
26,ライチュウ,143,119,84,128,118,かみなり,でんじは,なきごえ,メガトンキック
27,サンド,133,104,114,68,58,じしん,きりさく,ちきゅうなげ,どくばり
28,サンドパン,158,129,139,93,83,あなをほる,スピードスター,すなかけ,かいりき
29,ニドラン♀,138,76,81,69,68,のしかかり,どくどく,10まんボルト,ふぶき
30,ニドリーナ,153,91,96,84,83,にどげり,れいとうビーム,かみなり,のしかかり
31,ニドクイン,173,111,116,104,103,なきごえ,どくどく,すてみタックル,つのドリル
32,ニドラン♂,129,86,69,78,68,つのドリル,どくどく,10まんボルト,ふぶき
33,ニドリーノ,144,101,86,93,83,どくどく,つのドリル,ふぶき,すてみタックル
34,ニドキング,164,121,106,113,103,メガトンパンチ,つのでつく,にどげり,バブルこうせん
35,ピッピ,153,74,77,63,88,10まんボルト,サイコキネシス,のしかかり,ふぶき
36,ピクシー,178,99,102,88,113,うたう,ゆびをふる,ちいさくなる,れいとうビーム
37,ロコン,121,70,69,93,93,だいもんじ,リフレクター,ほのおのうず,どくどく
38,キュウコン,156,105,104,128,128,あやしいひかり,あなをほる,ひのこ,がまん
39,プリン,198,74,49,48,53,うたう,のしかかり,ねむる,れいとうビーム
40,プクリン,223,99,74,73,78,うたう,かいりき,まるくなる,サイコキネシス
41,ズバット,123,74,64,83,68,あやしいひかり,メガドレイン,どくどく,すてみタックル
42,ゴルバット,158,109,99,118,103,あやしいひかり,メガドレイン,つばさでうつ,くろいきり
43,ナゾノクサ,128,79,84,58,103,しびれごな,どくどく,メガドレイン,すてみタックル
44,クサイハナ,143,94,99,68,113,ねむりごな,はなびらのまい,がまん,とっしん
45,ラフレシア,158,109,114,78,128,つるぎのまい,すてみタックル,すいとる,どくのこな
46,パラス,118,99,84,53,83,キノコのほうし,きりさく,リフレクター,メガドレイン
47,パラセクト,143,124,109,58,108,キノコのほうし,あなをほる,つるぎのまい,すてみタックル
48,コンパン,143,84,79,73,68,サイコキネシス,メガドレイン,リフレクター,しびれごな
49,モルフォン,153,94,89,118,118,しびれごな,ちょうおんぱ,サイケこうせん,どくどく
50,ディグダ,93,84,54,123,73,じしん,きりさく,じわれ,いわなだれ
51,ダグトリオ,118,109,79,148,98,あなをほる,すなかけ,いあいぎり,はかいこうせん
52,ニャース,123,74,64,118,68,きりさく,かみなり,バブルこうせん,ものまね
53,ペルシアン,148,99,89,143,93,10まんボルト,すてみタックル,ネコにこばん,みがわり
54,コダック,133,81,77,83,78,なみのり,ねんりき,あなをほる,ふぶき
55,ゴルダック,163,111,107,113,108,かなしばり,なみのり,どくどく,スピードスター
56,マンキー,123,109,64,98,63,じごくぐるま,あなをほる,ちきゅうなげ,メガトンキック
57,オコリザル,148,134,89,123,88,ちきゅうなげ,いわなだれ,メガトンパンチ,けたぐり
58,ガーディ,138,99,74,88,78,かえんほうしゃ,のしかかり,リフレクター,りゅうのいかり
59,ウインディ,173,139,109,123,108,あなをほる,とっしん,ひのこ,こうそくいどう
60,ニョロモ,123,79,69,118,68,のしかかり,ふぶき,なみのり,ドわすれ
61,ニョロゾ,148,94,94,119,78,さいみんじゅつ,どくどく,すてみタックル,サイコキネシス
62,ニョロボン,173,114,124,98,98,さいみんじゅつ,じごくぐるま,カウンター,バブルこうせん
63,ケーシィ,108,49,44,118,133,サイコキネシス,ちきゅうなげ,リフレクター,どくどく
64,ユンゲラー,123,64,59,133,148,サイケこうせん,でんじは,じこさいせい,ちきゅうなげ
65,フーディン,138,79,74,148,163,ねんりき,じこさいせい,スプーンまげ,あなをほる
66,ワンリキー,153,109,79,63,63,じごくぐるま,ゆびをふる,じしん,かいりき
67,ゴーリキー,163,129,99,73,78,あなをほる,メガトンキック,いわなだれ,じわれ
68,カイリキー,173,159,109,83,93,からてチョップ,けたぐり,カウンター,ちきゅうなげ
69,マダツボミ,133,104,64,68,98,まきつく,どくどく,メガドレイン,はっぱカッター
70,ウツドン,148,119,79,83,113,メガドレイン,ようかいえき,いあいぎり,しびれごな
71,ウツボット,163,134,94,98,128,ねむりごな,ソーラービーム,リフレクター,ものまね
72,メノクラゲ,123,69,64,98,128,なみのり,ちょうおんぱ,ようかいえき,どくどく
73,ドククラゲ,163,99,94,128,148,まきつく,どくばり,ハイドロポンプ,いあいぎり
74,イシツブテ,123,109,129,48,58,じしん,かいりき,いわなだれ,だいばくはつ
75,ゴローン,138,124,144,63,73,じばく,じしん,ちきゅうなげ,ゆびをふる
76,ゴローニャ,163,139,159,73,83,いわおとし,メガトンパンチ,あなをほる,じわれ
77,ポニータ,133,114,84,118,93,だいもんじ,こうそくいどう,つのドリル,のしかかり
78,ギャロップ,148,129,99,133,108,ふみつけ,ひのこ,どくどく,ほのおのうず
79,ヤドン,173,94,94,43,68,なみのり,サイコキネシス,かいりき,ドわすれ
80,ヤドラン,178,104,139,58,108,ねむる,ねんりき,あなをほる,がまん
81,コイル,108,64,99,73,123,10まんボルト,どくどく,ちょうおんぱ,すてみタックル
82,レアコイル,133,89,124,98,148,でんじは,フラッシュ,かみなり,スピードスター
83,カモネギ,135,94,84,88,86,きりさく,すなかけ,こうそくいどう,そらをとぶ
84,ドードー,118,114,74,103,63,ドリルくちばし,ゴッドバード,とっしん,リフレクター
85,ドードリオ,143,139,99,128,88,そらをとぶ,トライアタック,こうそくいどう,みだれづき
86,パウワウ,148,74,84,73,98,れいとうビーム,かいりき,とっしん,なみのり
87,ジュゴン,173,99,109,98,123,ずつき,オーロラビーム,ねむる,バブルこうせん
88,ベトベター,163,109,79,53,68,ちいさくなる,のしかかり,だいばくはつ,だいもんじ
89,ベトベトン,188,134,104,78,93,ヘドロこうげき,10まんボルト,メガドレイン,はたく
90,シェルダー,113,94,129,68,73,れいとうビーム,だいばくはつ,どくどく,トライアタック
91,パルシェン,133,124,209,98,113,オーロラビーム,じばく,とげキャノン,ちょうおんぱ
92,ゴース,113,64,59,108,128,だいばくはつ,メガドレイン,サイコキネシス,あやしいひかり
93,ゴースト,128,79,74,123,143,さいみんじゅつ,ゆめくい,だいばくはつ,したでなめる
94,ゲンガー,143,94,89,138,158,どくどく,ナイトヘッド,じばく,ゆびをふる
95,イワーク,118,74,189,98,58,あなをほる,しめつける,すてみタックル,どくどく
96,スリープ,143,77,74,70,118,さいみんじゅつ,ゆめくい,サイコキネシス,フラッシュ
97,スリーパー,168,102,99,95,143,さいみんじゅつ,ねんりき,どくガス,トライアタック
98,クラブ,113,134,119,78,53,クラブハンマー,つるぎのまい,すてみタックル,れいとうビーム
99,キングラー,138,159,144,103,78,ハサミギロチン,のしかかり,なみのり,にらみつける
100,ビリリダマ,123,59,79,128,83,10まんボルト,どくどく,かげぶんしん,だいばくはつ
101,マルマイン,143,79,99,168,108,スピードスター,でんじは,かみなり,じばく
102,タマタマ,143,69,109,68,88,やどりぎのタネ,しびれごな,タマゴばくだん,だいばくはつ
103,ナッシー,178,124,114,83,153,やどりぎのタネ,じばく,サイコウェーブ,どくどく
104,カラカラ,133,79,124,63,68,ホネこんぼう,あばれる,れいとうビーム,あなをほる
105,ガラガラ,143,109,139,73,78,ホネブーメラン,いかり,じわれ,ちきゅうなげ
106,サワムラー,133,149,82,115,63,まわしげり,とびげり,とびひざげり,メガトンキック
107,エビワラー,133,134,108,104,63,ほのおのパンチ,かみなりパンチ,れいとうパンチ,れんぞくパンチ
108,ベロリンガ,173,84,104,58,88,ちょうおんぱ,のしかかり,いやなおと,じしん
109,ドガース,123,94,124,63,88,ヘドロこうげき,どくどく,10まんボルト,だいばくはつ
110,マタドガス,148,119,149,88,113,ヘドロこうげき,じばく,くろいきり,かみなり
111,サイホーン,163,114,124,53,58,ふみつけ,じしん,かみなり,いわなだれ
112,サイドン,188,159,149,68,73,つのドリル,あなをほる,バブルこうせん,とっしん
113,ラッキー,333,34,34,78,133,うたう,ちいさくなる,れいとうビーム,リフレクター
114,モンジャラ,148,84,144,88,128,ねむる,ソーラービーム,メガドレイン,かげぶんしん
115,ガルーラ,188,124,109,118,68,ピヨピヨパンチ,いわなだれ,メガトンキック,10まんボルト
116,タッツー,113,69,99,88,98,なみのり,どくどく,えんまく,れいとうビーム
117,シードラ,138,94,124,113,123,えんまく,ハイドロポンプ,スピードスター,とっしん
118,トサキント,128,96,89,91,78,なみのり,どくどく,つのドリル,れいとうビーム
119,アズマオウ,163,121,94,96,108,たきのぼり,つのドリル,ちょうおんぱ,ロケットずつき
120,ヒトデマン,113,74,84,113,98,10まんボルト,じこさいせい,なみのり,サイコウェーブ
121,スターミー,143,104,114,143,128,バブルこうせん,フラッシュ,どくどく,トライアタック
122,バリヤード,123,74,94,118,128,バリアー,サイコキネシス,ゆびをふる,カウンター
123,ストライク,153,139,109,133,83,でんこうせっか,つばさでうつ,きりさく,スピードスター
124,ルージュラ,148,79,64,123,123,あくまのキッス,れいとうパンチ,あばれる,バブルこうせん
125,エレブー,148,112,86,133,113,かみなりパンチ,でんこうせっか,でんじは,ちきゅうなげ
126,ブーバー,148,124,86,121,113,あやしいひかり,ほのおのパンチ,えんまく,かいりき
127,カイロス,148,154,129,113,83,きりさく,どくどく,しめつける,つるぎのまい
128,ケンタロス,158,129,124,138,98,ふみつけ,ねむる,じわれ,いかり
129,コイキング,103,39,84,108,48,はねる,たいあたり,,
130,ギャラドス,178,154,108,109,128,りゅうのいかり,ハイドロポンプ,とっしん,がまん
131,ラプラス,213,114,109,88,123,あやしいひかり,うたう,のしかかり,バブルこうせん
132,メタモン,131,77,77,76,76,へんしん,,,
133,イーブイ,138,84,79,83,93,どくどく,のしかかり,すなかけ,すてみタックル
134,シャワーズ,213,94,89,93,138,とける,オーロラビーム,なみのり,すてみタックル
135,サンダース,148,94,89,158,138,かみなり,どくどく,ミサイルばり,すてみタックル
136,ブースター,148,159,89,93,138,ほのおのうず,だいもんじ,どくどく,すてみタックル
137,ポリゴン,148,89,99,68,103,テクスチャー,サイケこうせん,じこさいせい,でんじは
138,オムナイト,118,69,129,63,118,ふぶき,なみのり,すてみタックル,リフレクター
139,オムスター,153,89,154,83,143,つのドリル,ちきゅうなげ,バブルこうせん,すてみタックル
140,カブト,113,109,119,83,73,きりさく,どくどく,れいとうビーム,リフレクター
141,カブトプス,143,144,134,108,98,ハイドロポンプ,つるぎのまい,メガトンキック,かげぶんしん
142,プテラ,163,134,94,158,88,ちょうおんぱ,とっしん,こうそくいどう,そらをとぶ
143,カビゴン,243,139,94,58,93,ドわすれ,のしかかり,ゆびをふる,じばく
144,フリーザー,173,114,129,113,153,どくどく,ゴッドバード,そらをとぶ,バブルこうせん
145,サンダー,173,119,114,128,153,どくどく,でんきショック,でんじは,そらをとぶ
146,ファイヤー,173,129,119,118,153,ほのおのうず,リフレクター,はかいこうせん,そらをとぶ
147,ミニリュウ,124,93,74,78,78,はかいこうせん,りゅうのいかり,10まんボルト,かげぶんしん
148,ハクリュー,144,113,94,98,98,どくどく,まきつく,こうそくいどう,すてみタックル
149,カイリュー,174,163,124,108,128,でんじは,バブルこうせん,かまいたち,のしかかり
