,off_avg,def_avg,ovr
geodude,0.9497528182709072,1.4464165596186909,-0.4966637413477837
graveler,1.0792623786525608,1.0479164030408,0.03134597561176089
golem,1.2081088425216322,0.7185883020042241,0.4895205405174081
ponyta,0.5773701138776542,0.6741552618345479,-0.09678514795689364
rapidash,0.6623734750931458,0.5197839832036644,0.14258949188948145
slowpoke,0.6056288549689998,0.5154276348509472,0.09020122011805254
slowbro,1.0142789392797624,0.3304525303748494,0.6838264089049131
magnemite,0.654674629547994,0.9778404348565127,-0.3231658053085187
magneton,0.7872702436769878,0.6547676784190292,0.13250256525795867
farfetchd,0.47127735866900594,0.6143020370572525,-0.1430246783882465
doduo,0.6483080288277318,0.9165341022120733,-0.26822607338434157
dodrio,0.7859143594292529,0.5550099251397953,0.23090443428945762
seel,0.46554204511939656,0.5105139590435772,-0.04497191392418065
dewgong,0.6859938141582741,0.36863785858578524,0.31735595557248886
grimer,0.5455459693762963,0.6306143543564223,-0.08506838498012603
muk,0.6886041923640518,0.3813082529951381,0.30729593936891364
shellder,0.4829083563971941,0.9211286869722531,-0.43822033057505905
cloyster,0.7935981113399999,0.592099346088372,0.2014987652516279
gastly,0.6592455939912429,1.110654928292226,-0.45140933430098307
haunter,0.738446151774657,0.7686576670386054,-0.030211515263948385
gengar,0.8900239878737888,0.5680516653493748,0.321972322524414
onix,0.48543965580747017,1.1942544579875691,-0.708814802180099
drowzee,0.4672182387576269,0.5406854982469488,-0.07346725948932187
hypno,0.6469834766541152,0.3504652627451962,0.29651821390891897
krabby,0.4989057993729942,0.9282861466287768,-0.42938034725578267
kingler,0.6233477841327134,0.5360267125008681,0.08732107163184533
voltorb,0.5726311496258326,0.7078875600316541,-0.13525641040582148
electrode,0.7520804790220603,0.4848619379122138,0.26721854110984644
exeggcute,0.5739232910665432,0.6661716067589428,-0.09224831569239966
exeggcutor,0.9771816566156873,0.45747735989680455,0.5197042967188829
cubone,0.5598401086676601,0.6513331941243812,-0.09149308545672108
marowak,0.7247473936258012,0.46141578801589994,0.2633316056099012
hitmonlee,0.6741735926009729,0.5511794230588324,0.12299416954214049
hitmonchan,0.5192425189184637,0.46428062516072743,0.0549618937577363
lickitung,0.617959960009488,0.35496310419485205,0.26299685581463605
koffing,0.7603066515816719,0.7294972993752541,0.030809352206417784
weezing,0.9614778926221978,0.4735589814133487,0.4879189112088491
rhyhorn,0.7246236125577619,1.095813714295492,-0.37119010173773015
rhydon,0.9985907236149851,0.7662316870451595,0.2323590365698256
chansey,0.37857132237866686,0.4732093015806592,-0.09463797920199235
tangela,0.5081413611509598,0.6403156623445061,-0.13217430119354634
kangaskhan,0.7242774773547778,0.3122358604152504,0.41204161693952734
horsea,0.589857424277804,0.9476362148450227,-0.35777879056721873
seadra,0.7363572851759302,0.5777825008437683,0.158574784332162
goldeen,0.4343152115053439,0.6457948929758546,-0.21147968147051066
seaking,0.5976061912012353,0.41887514520616514,0.17873104599507006
staryu,0.69744564824176,0.7232060758511275,-0.025760427609367476
starmie,0.9917309971510397,0.4382710760317202,0.5534599211193195
mr. mime,0.8479244515344269,0.4992677564595523,0.3486566950748746
scyther,0.559049370503248,0.5174915820193388,0.04155778848390923
jynx,1.0179163583569713,0.6510611091868288,0.36685524917014245
electabuzz,0.8031393299459568,0.516789039946462,0.28635028999949486
magmar,0.7858757292034795,0.5624165438425268,0.22345918536095266
pinsir,0.546196002686531,0.44444815079131633,0.10174785189521474
tauros,0.7451862899428919,0.36424736843419403,0.3809389215086979
magikarp,0.05145447505226536,1.155006384343993,-1.1035519092917276
gyarados,0.6875621171326075,0.44431088160063353,0.24325123553197392
lapras,0.8835177986055213,0.2994100917152153,0.5841077068903059
ditto,0.0,0.62741271896775,-0.62741271896775
eevee,0.4275334372216935,0.5451640247849819,-0.11763058756328848
vaporeon,0.848724590330401,0.3151501026009144,0.5335744877294866
jolteon,0.7591140871302104,0.4959070540164176,0.2632070331137928
flareon,0.8018028780969949,0.5230987067535398,0.27870417134345515
porygon,0.6555278885182764,0.426619247235136,0.22890864128314037
aerodactyl,0.759132903515616,0.4669629155695107,0.29216998794610527
snorlax,0.8471511865253932,0.24789529045391792,0.5992558960714753
dratini,0.5170480182829339,0.6909902762275273,-0.1739422579445934
dragonair,0.6404541462740282,0.47466679968478537,0.16578734658924288
dragonite,0.8851077623973893,0.45361652987436896,0.43149123252302035
chikorita,0.3667497990717624,0.6782038136277632,-0.31145401455600075
bayleef,0.4266758874341779,0.5266871143480586,-0.10001122691388076
meganium,0.6106889011047615,0.39375549234445356,0.21693340876030798
cyndaquil,0.5175810746749303,0.8598910511201184,-0.3423099764451881
quilava,0.6247146023598966,0.6221363980997684,0.002578204260128225
typhlosion,0.8029631006868253,0.44856235267282446,0.3544007480140009
totodile,0.5426478148325672,0.6220597284354166,-0.07941191360284938
croconaw,0.6395239435401262,0.4737528023472229,0.16577114119290337
feraligatr,0.7803575427331052,0.3491803864381318,0.43117715629497344
sentret,0.4426883882849239,0.7988503095569544,-0.3561619212720304
furret,0.583793786442904,0.4254754529808515,0.15831833346205249
hoothoot,0.3351120768389103,0.7099302848007895,-0.37481820796187915
noctowl,0.49542134774152446,0.40288750550891306,0.09253384223261141
ledyba,0.3072285603719937,0.884628834843427,-0.5774002744714333
ledian,0.37803629041954045,0.60288633595748,-0.22485004553793952
spinarak,0.44645727545542696,0.943641664768074,-0.49718438931264697
ariados,0.5846108107044478,0.533873807033543,0.05073700367090472
crobat,0.5340957862881229,0.4401412921709775,0.0939544941171454
chinchou,0.6549814536300627,0.6331501438023412,0.021831309827721412
lanturn,0.8035228058475047,0.37679535454382235,0.4267274513036824
pichu,0.38299406029655925,1.4180675271461032,-1.035073466849544
cleffa,0.4122873769828241,0.7381883119483461,-0.32590093496552197
igglybuff,0.4080822918418652,0.7923890225142557,-0.3843067306723905
togepi,0.38284871950576266,0.573718684272072,-0.19086996476630935
togetic,0.5753420711532866,0.428698772926136,0.1466432982271506
natu,0.5876201300140995,0.8061715294676611,-0.2185513994535616
xatu,0.7332564270724803,0.5053533848291665,0.2279030422433138
mareep,0.5556371050892265,0.7187582665854098,-0.16312116149618328
flaaffy,0.6431265930213994,0.536538451050843,0.10658814197055644
ampharos,0.8391698102476354,0.3547490359114732,0.48442077433616215
bellossom,0.578153838797592,0.413474554993494,0.16467928380409802
marill,0.32356268552240164,0.5669540124475747,-0.24339132692517307
azumarill,0.5607686394483267,0.34749377417474697,0.21327486527357964
sudowoodo,0.7073347694686279,0.4909547740569558,0.2163799954116722
politoed,0.7896211162066191,0.3485034156348518,0.44111770057176725
hoppip,0.29852630851378714,1.1923448267844485,-0.8938185182706614
skiploom,0.3423182839798147,0.9083776236497916,-0.5660593396699769
jumpluff,0.38611025944584215,0.6185419424545145,-0.23243168300867245
aipom,0.5348583752278135,0.5471355097568854,-0.012277134529071865
sunkern,0.28630873931220363,1.2102397251752035,-0.9239309858629998
sunflora,0.5566772954323796,0.53434456647006,0.022332728962319637
yanma,0.4453532911688394,0.7767398976376576,-0.33138660646881823
wooper,0.5232747218751304,0.9068775810801832,-0.3836028592050529
quagsire,0.8206108230155065,0.4259815390361607,0.3946292839793457
espeon,0.9080141892001803,0.44285096484863573,0.46516322435154456
umbreon,0.42583905206354883,0.24429256932487303,0.1815464827386759
murkrow,0.5354002523818848,0.7088310830800102,-0.17343083069812537
slowking,1.014337136803897,0.33578227657053367,0.6785548602333633
misdreavus,0.5813207341297506,0.4128651357895641,0.16845559834018653
unown,0.2950193785009307,0.6177653779634684,-0.3227459994625377
wobbuffet,0.0,0.26328455787483634,-0.2632845578748364
girafarig,0.8110983470222547,0.4267148304089123,0.38438351661334236
pineco,0.7373703975630373,0.6989765962499316,0.03839380131310577
forretress,0.9346245242571958,0.6126566197877384,0.32196790446945733
dunsparce,0.6190784214550583,0.35955799710747877,0.2595204243475796
gligar,0.3833195633677731,0.6701693879452064,-0.28684982457743335
steelix,0.7099353457919463,0.44194897073401834,0.267986375057928
snubbull,0.5755353366753245,0.5955032451284369,-0.01996790845311236
granbull,0.7746562376571324,0.3805274548683354,0.39412878278879704
qwilfish,0.6688298335250584,0.5988017163869572,0.0700281171381012
scizor,0.5888599813864404,0.5403462850692918,0.048513696317148525
shuckle,0.18931668883023342,0.28193569757913045,-0.09261900874889706
heracross,0.9091604515908998,0.4708219601756521,0.4383384914152477
sneasel,0.5572716739182836,0.6765560345469549,-0.11928436062867132
teddiursa,0.6265171506001027,0.5605469582689787,0.065970192331124
ursaring,0.8936518409095048,0.35496310419485205,0.5386887367146528
slugma,0.5659645423453854,0.9201486854555493,-0.3541841431101639
magcargo,0.7117371694088377,0.6852885464473447,0.026448622961492974
swinub,0.5701704327344308,1.0194365736137347,-0.44926614087930394
piloswine,0.8939886161713203,0.4903951982594774,0.4035934179118429
corsola,0.5616433198600626,0.507548734749614,0.05409458511044851
remoraid,0.6269213423814168,0.9033181842849407,-0.27639684190352387
octillery,0.8842917680446565,0.4209690171689643,0.4633227508756922
delibird,0.5539363916539509,0.8570174245987418,-0.30308103294479083
mantine,0.66306818819475,0.41843699210728647,0.24463119608746353
skarmory,0.40129723715795523,0.4189429490912477,-0.01764571193329245
houndour,0.7310286192418843,0.93902159097593,-0.20799297173404563
houndoom,0.9330795332638835,0.5680014044576439,0.3650781288062396
kingdra,0.7776963341469294,0.3043396357253625,0.4733566984215669
phanpy,0.5543974433404576,0.5907729268672235,-0.036375483526765895
donphan,0.9147735792074929,0.4427167605676127,0.47205681863988014
porygon2,0.7759635793978874,0.31606587074740217,0.4598977086504852
stantler,0.7052312474875897,0.44195958186751494,0.26327166562007476
smeargle,0.6102812810086535,0.6760404047584491,-0.06575912374979553
tyrogue,0.21762145674125968,0.985181644249077,-0.7675601875078173
hitmontop,0.46881870877241416,0.43342010969787215,0.035398599074542014
smoochum,0.8097559078342693,1.0836361090339646,-0.27388020119969525
elekid,0.5972331155784212,0.7793676836762701,-0.1821345680978489
magby,0.6298002544191937,0.8511720710839396,-0.2213718166647458
miltank,0.6505960382402401,0.31299429917321153,0.3376017390670286
blissey,0.6118287070028062,0.4058852082928781,0.20594349870992812
raikou,0.8030199351755831,0.3723978622468494,0.4306220729287338
entei,0.7727206778880769,0.36456126287524127,0.4081594150128356
suicune,0.7383387928695722,0.2670072065414358,0.47133158632813643
larvitar,0.6603680000047248,1.1522734287021612,-0.49190542869743636
pupitar,0.7966560959663429,0.806740006446069,-0.010083910479726121
tyranitar,1.0968366818549449,0.38020524719918586,0.716631434655759
lugia,0.9695183968764775,0.23617747804121,0.7333409188352674
ho-oh,1.0905620283884232,0.3017738537675355,0.7887881746208877
celebi,0.8718500976366498,0.36038484060953585,0.511465257027114
