,off_avg,def_avg,ovr
nidoking,11.18997305738222,7.1573492159055085,4.0326238414767115
golbat,7.869336137786349,6.008355723746453,1.8609804140398962
porygon,5.671115092878794,5.8400100914538,-0.16889499857500567
oddish,8.096521857434928,7.497948625326108,0.5985732321088193
tauros,8.193580342435958,5.506762933824628,2.68681740861133
kabutops,7.801822987350521,6.795029959003468,1.0067930283470528
poliwrath,9.9726644349302,6.408097395807399,3.5645670391228013
pidgeot,8.503868216298189,5.954661620939767,2.549206595358422
dugtrio,8.864077419707952,7.602333017975401,1.2617444017325505
dragonair,0.0,5.10182301142566,-5.10182301142566
staryu,7.801822987350521,6.233048937817149,1.5687740495333715
seel,7.801822987350521,6.233048937817149,1.5687740495333715
bellsprout,8.577769106882625,9.324872280037843,-0.7471031731552173
horsea,7.801822987350521,5.771040681173131,2.0307823061773895
snorlax,8.824196654825249,6.293509933774834,2.530686721050415
machamp,9.282760419624097,6.831481151299032,2.451279268325065
muk,6.736847015232835,6.667933435218204,0.06891358001463033
persian,6.301731405268083,6.460995075564612,-0.15926367029652866
arbok,5.817561112615164,6.822216955709614,-1.0046558430944499
ponyta,6.863390212732028,7.957878942249803,-1.0944887295177743
charmeleon,6.863390212732028,7.8149243768334875,-0.9515341641014592
wartortle,7.403017277279601,5.7246249363219555,1.6783923409576458
eevee,5.355806936684147,6.905100356597045,-1.5492934199128978
bulbasaur,6.210446503156656,8.194502479545053,-1.9840559763883965
vulpix,6.863390212732028,8.998387671930717,-2.134997459198688
fearow,9.26635505459374,6.549161788162982,2.7171932664307583
aerodactyl,9.59588778680485,6.943725590083206,2.652162196721644
dodrio,10.791328731184844,6.478959318826869,4.312369412357976
primeape,7.872677863124812,7.663576158940398,0.20910170418441432
lickitung,5.355806936684147,6.231470198675496,-0.8756632619913489
koffing,4.898275209997493,6.523954920413617,-1.625679710416124
exeggcute,9.255285548292516,6.572155077262693,2.6831304710298234
clefairy,4.725190624294856,7.205397350993378,-2.4802067266985217
farfetchd,7.36013795885486,7.0017376320870275,0.35840032676783284
pinsir,0.0,7.081443708609272,-7.081443708609272
golem,14.16376619433015,11.11774116611865,3.046025028211499
scyther,9.94119811660855,8.416657134256472,1.5245409823520788
sandslash,10.508904721654808,7.325556893437689,3.1833478282171193
nidorina,4.760382324604844,7.380621815665801,-2.620239491060957
nidorino,5.220025275913678,7.729062602321577,-2.509037326407899
voltorb,6.495505728763249,7.363584587597833,-0.8680788588345836
paras,8.614304529169367,12.155111378687536,-3.5408068495181695
kingler,6.206600147066833,5.994180247624532,0.21241989944230166
wigglytuff,6.301731405268083,7.884526857983811,-1.582795452715728
machoke,7.590661351824955,7.9151031220435195,-0.3244417702185647
marowak,8.864077419707952,7.729954244431065,1.134123175276887
raticate,6.995409348896304,7.17033995584989,-0.17493060695358587
poliwhirl,6.206600147066833,6.755987773815588,-0.5493876267487545
pidgeotto,6.978894539707084,7.489507525586994,-0.5106129858799102
goldeen,6.206600147066833,6.9047218543046345,-0.6981217072378012
growlithe,5.751767305769416,9.419028697571745,-3.667261391802329
pikachu,6.115721643848588,9.546410596026488,-3.4306889521779
psyduck,6.206600147066833,7.393959713024283,-1.1873595659574496
squirtle,6.206600147066833,6.755987773815588,-0.5493876267487545
dratini,0.0,6.565602649006624,-6.565602649006624
charmander,5.751767305769416,9.57611273679347,-3.8243454310240548
ditto,0.0,7.828200883002208,-7.828200883002208
rhydon,16.163439518043397,12.682506438557763,3.4809330794856344
graveler,12.664011201545215,12.726686182295166,-0.06267498074995181
beedrill,7.9390164391108495,10.413175128771156,-2.4741586896603067
kabuto,5.807794436995914,8.717167034584252,-2.909372597588338
shellder,5.807794436995914,6.483016188373804,-0.6752217513778902
diglett,6.808043292274384,11.485654157468728,-4.677610865194344
kangaskhan,7.878272186241312,7.415,0.46327218624131206
slowpoke,7.11377140685104,6.934656138563423,0.17911526828761648
grimer,5.587739636960746,9.276688741721854,-3.6889491047611074
cubone,6.39683646678767,8.992119205298012,-2.595282738510342
poliwag,5.40898872692499,8.630513245033113,-3.2215245181081222
venonat,5.315157248682309,10.215235099337749,-4.90007785065544
meowth,4.725190624294856,9.470766319772942,-4.745575695478085
nidoran_f,4.070917897641591,9.174327559857362,-5.103409662215771
ekans,4.6684537343430765,9.63960565924142,-4.971151924898344
nidoran_m,4.530560848950426,9.94203642384106,-5.411475574890634
zubat,5.452163829160452,9.664429990539261,-4.2122661613788095
hitmonlee,8.718727397024383,10.120789703861053,-1.4020623068366707
hitmonchan,7.872677863124812,9.298819443612805,-1.426141580487993
doduo,8.885111635445964,9.442998002733102,-0.5578863672871375
machop,6.462595306625528,10.273487228003784,-3.810891921378256
mankey,6.462595306625528,11.50085146641438,-5.038256159788852
pidgey,5.835164282263757,9.742729422894985,-3.9075651406312284
spearow,6.978894539707084,11.294619383322653,-4.315724843615569
onix,7.6648278922620925,16.516625965783664,-8.851798073521572
rhyhorn,11.664174539688588,17.038063204368537,-5.373888664679949
sandshrew,8.45287059422124,10.97508115829113,-2.5222105640698906
geodude,11.164256208760275,16.973886313465783,-5.809630104705509
krabby,4.212571596712225,9.364659308314938,-5.152087711602713
jigglypuff,4.725190624294856,14.548582781456949,-9.823392157162093
rattata,5.418868567923076,11.7759243140965,-6.357055746173423
metapod,0.0,12.01507525586996,-12.01507525586996
kakuna,3.0597034047621543,13.183549668874173,-10.123846264112018
magikarp,0.0,11.69497892835641,-11.69497892835641
caterpie,0.0,15.319498580889308,-15.319498580889308
weedle,3.5193463560709892,17.031004415011036,-13.511658058940046
