,off_avg,def_avg,ovr
squirtle,1.0385565366430256,1.372511462047886,-0.3339549254048604
dratini,0.0,1.2761368653421634,-1.2761368653421634
charmander,0.9081886494792591,1.8616802710611426,-0.9534916215818835
ditto,0.0,1.601959161147903,-1.601959161147903
rhydon,3.621056131927463,2.531084437086093,1.08997169484137
graveler,2.6461564041008376,2.5408244553220074,0.10533194877883023
beedrill,2.174465098633014,1.9618285504047093,0.21263654822830458
kabuto,0.9347008829787231,1.8269315673289184,-0.8922306843501953
shellder,0.9347008829787231,1.3025091979396617,-0.3678083149609386
diglett,1.130818770088463,2.345003679175865,-1.214184909087402
kangaskhan,1.664126379916185,1.4889900662251656,0.17513631369101934
slowpoke,1.102964285396717,1.4645695364238414,-0.3616052510271244
grimer,1.4142860040271847,1.7959933774834436,-0.3817073734562588
cubone,1.0280170637167847,1.8018386197281284,-0.7738215560113437
poliwag,0.8308452293144204,1.8498344370860926,-1.0189892077716722
venonat,1.333075313082876,1.9560347682119208,-0.6229594551290447
meowth,0.7882703904866138,2.0177388836329233,-1.2294684931463093
nidoran_f,0.8308930273659711,1.7732297503820682,-0.942336723016097
ekans,1.0607145030203886,1.8767007826610476,-0.815986279640659
nidoran_m,1.007678777869369,1.9327814569536426,-0.9251026790842736
zubat,0.9711853025729059,1.9097386471144746,-0.9385533445415687
hitmonlee,2.211894206273388,1.955031149033398,0.25686305723999014
hitmonchan,1.9354074304892146,1.826645749254518,0.10876168123469654
doduo,1.8785339445864824,1.8770419426048566,0.0014920019816258012
machop,1.4745961375155923,1.9704446546830652,-0.4958485171674729
mankey,1.4745961375155923,2.1205298013245035,-0.6459336638089113
pidgey,0.9945179706634318,1.9490894039735098,-0.954571433310078
spearow,1.3260239608845759,2.297062593462935,-0.9710386325783593
onix,1.2534425072056599,3.497816639072848,-2.244374131867188
rhyhorn,2.367613624721802,3.6127744858835835,-1.2451608611617817
sandshrew,1.5420255955751772,2.2924814959096222,-0.7504559003344451
geodude,2.2283422350322843,3.598625827814569,-1.3702835927822847
krabby,0.5192782683215128,2.046092715231788,-1.526814446910275
jigglypuff,0.7882703904866138,3.3096688741721856,-2.5213984836855716
rattata,0.9809587081611193,2.6110879848628192,-1.6301292767017
metapod,0.0,2.4836002408187836,-2.4836002408187836
kakuna,0.44196437625849533,2.6195364238410597,-2.177572047582564
magikarp,0.0,2.6576610475617097,-2.6576610475617097
caterpie,0.0,3.1865894039735094,-3.1865894039735094
weedle,0.6187501267618934,3.4068156732891834,-2.78806554652729
