ID,Name,Gender,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Move1,Move2,Move3,Move4
199,ヤドキング,♀,176,102,107,126,136,56,サイコキネシス,みずでっぽう,かなしばり,なきごえ
43,ナゾノクサ,♂,135,85,91,110,100,66,ギガドレイン,ヘドロばくだん,つきのひかり,しびれごな
44,クサイハナ,♂,147,98,102,117,107,72,ソーラービーム,ヘドロばくだん,ねむりごな,にほんばれ
45,ラフレシア,♀,156,107,112,126,116,76,はなびらのまい,ようかいえき,あまいかおり,どくのこな
182,キレイハナ,♀,156,107,112,116,126,76,はなびらのまい,いあいぎり,どくのこな,メロメロ
96,スリープ,♂,150,83,81,78,125,78,サイコキネシス,ずつき,ゆめくい,さいみんじゅつ
97,スリーパー,♀,166,100,97,99,141,93,ねんりき,ゆめくい,じこあんじ,さいみんじゅつ
63,ケーシィ,♂,115,55,51,140,90,126,サイコキネシス,れいとうパンチ,いばる,メロメロ
64,ユンゲラー,♂,125,66,60,150,100,136,サイコキネシス,かみなりパンチ,リフレクター,スプーンまげ
65,フーディン,♂,136,77,72,161,111,146,サイケこうせん,みらいよち,どろぼう,スプーンまげ
132,メタモン,不,138,83,84,83,83,84,へんしん,,,
204,クヌギダマ,♂,142,102,128,72,72,52,すてみタックル,ギガドレイン,だいばくはつ,まきびし
205,フォレトス,♀,156,117,167,86,86,66,かいりき,ころがる,すなあらし,まきびし
29,ニドラン♀,♀,147,84,90,77,77,78,ずつき,アイアンテール,ふぶき,どくどく
30,ニドリーナ,♀,157,95,99,87,87,88,かいりき,かみつく,ふぶき,どくどく
31,ニドクイン,♀,171,109,114,101,111,102,のしかかり,どろかけ,れいとうパンチ,どくどく
32,ニドラン♂,♂,138,94,78,77,77,87,ずつき,アイアンテール,かみなり,つのドリル
33,ニドリーノ,♂,148,105,89,87,87,97,かいりき,にどげり,かみなり,つのドリル
34,ニドキング,♂,162,119,104,111,101,111,つのでつく,どろかけ,かみなり,つのドリル
193,ヤンヤンマ,♂,152,98,77,107,77,127,ギガドレイン,ずつき,いばる,かげぶんしん
191,ヒマナッツ,♂,124,69,69,71,71,70,ギガドレイン,ヘドロばくだん,メロメロ,せいちょう
192,キマワリ,♀,160,106,85,135,115,61,はっぱカッター,はかいこうせん,どくどく,せいちょう
102,タマタマ,♂,150,75,116,95,80,76,サイコキネシス,ギガドレイン,しびれごな,やどりぎのタネ
103,ナッシー,♀,173,118,108,148,88,77,タマゴばくだん,ねんりき,あくむ,ねむりごな
185,ウソッキー,♀,155,131,145,60,95,61,いわなだれ,あなをほる,かいりき,ものまね
202,ソーナンス,♀,275,64,88,83,88,64,カウンター,ミラーコート,しんぴのまもり,みちづれ
48,コンパン,♂,150,90,86,75,90,81,ヘドロばくだん,サイコキネシス,ちょうおんぱ,しびれごな
49,モルフォン,♀,153,94,89,118,103,118,ヘドロばくだん,サイコキネシス,きゅうけつ,みやぶる
123,ストライク,♀,149,135,105,79,104,129,つばさでうつ,おいうち,スピードスター,きあいだめ
212,ハッサム,♀,149,155,125,79,104,89,メタルクロー,いあいぎり,こうそくいどう,にらみつける
127,カイロス,♀,144,150,125,79,94,109,れんぞくぎり,はさむ,じごくぐるま,きあいだめ
214,ヘラクロス,♀,158,148,98,63,118,107,きしかいせい,いあいぎり,カウンター,こらえる
109,ドガース,♂,130,100,131,95,80,71,ヘドロばくだん,だいもんじ,だいばくはつ,どくどく
110,マタドガス,♀,146,117,147,111,96,86,ヘドロこうげき,でんじほう,じばく,くろいきり
88,ベトベター,♂,170,115,86,75,85,61,ヘドロばくだん,やつあたり,どくどく,いやなおと
89,ベトベトン,♀,184,130,100,89,124,74,ヘドロこうげき,ばくれつパンチ,かなしばり,とける
81,コイル,不,115,70,106,130,90,81,かみなり,やつあたり,ちょうおんぱ,でんじは
82,レアコイル,不,131,87,122,146,96,96,かみなり,スピードスター,フラッシュ,でんじは
100,ビリリダマ,不,130,65,86,90,90,136,かみなり,じばく,ミラーコート,あまごい
101,マルマイン,不,141,77,97,106,106,166,かみなり,スピードスター,ソニックブーム,フラッシュ
190,エイパム,♂,142,103,87,72,87,117,かいりき,かげぶんしん,バトンタッチ,こうそくいどう
209,ブルー,♀,152,117,88,77,77,67,かいりき,シャドーボール,あまえる,いばる
210,グランブル,♀,173,149,103,88,88,74,ずつき,ばくれつパンチ,かみつく,こわいかお
37,ロコン,♀,130,78,78,87,102,102,かえんほうしゃ,あなをほる,あやしいひかり,にほんばれ
38,キュウコン,♀,151,99,98,104,123,122,だいもんじ,でんこうせっか,しんぴのまもり,ほえる
58,ガーディ,♂,142,103,77,102,82,92,かえんほうしゃ,あなをほる,にほんばれ,ほえる
59,ウインディ,♀,164,129,99,119,99,114,かえんぐるま,しんそく,にらみつける,ほえる
234,オドシシ,♀,154,122,89,111,91,111,ふみつけ,ゆめくい,どろかけ,さいみんじゅつ
183,マリル,♂,164,59,89,61,91,80,なみのり,ころがる,まるくなる,いばる
184,マリルリ,♀,185,81,110,80,110,81,たきのぼり,こごえるかぜ,まるくなる,あまごい
50,ディグダ,♂,102,92,63,72,82,132,じしん,きりさく,じわれ,すなかけ
51,ダグトリオ,♀,120,111,80,80,100,151,マグニチュード,きりさく,メロメロ,のろい
56,マンキー,♂,130,115,71,70,80,106,クロスチョップ,かいりき,かげぶんしん,いやなおと
57,オコリザル,♀,146,132,87,86,96,121,クロスチョップ,あなをほる,のろい,きあいだめ
52,ニャース,♂,132,82,73,77,77,127,きりさく,だましうち,シャドーボール,いやなおと
53,ペルシアン,♀,150,101,90,95,95,146,ずつき,かみつく,ほえる,なきごえ
54,コダック,♂,140,87,84,100,85,91,なみのり,あなをほる,いばる,じこあんじ
55,ゴルダック,♀,158,105,101,118,103,107,たきのぼり,みだれひっかき,ねんりき,じこあんじ
66,ワンリキー,♂,160,115,86,70,70,71,クロスチョップ,ちきゅうなげ,じしん,かげぶんしん
67,ゴーリキー,♂,165,131,100,80,90,76,あてみなげ,かいりき,あなをほる,みやぶる
68,カイリキー,♀,170,155,105,90,110,79,じごくぐるま,ほのおのパンチ,かみなりパンチ,こわいかお
236,バルキー,♂,129,74,74,76,76,75,いわくだき,かいりき,かげぶんしん,メロメロ
106,サワムラー,♂,133,149,81,63,138,116,とびひざげり,メガトンキック,どろかけ,ヨガのポーズ
107,エビワラー,♂,133,134,107,63,138,105,マッハパンチ,かいりき,れいとうパンチ,カウンター
237,カポエラー,♂,136,127,126,66,141,102,トリプルキック,かいりき,きあいだめ,カウンター
203,キリンリキ,♀,151,107,92,116,91,111,サイコキネシス,ふみつけ,バトンタッチ,こうそくいどう
128,ケンタロス,♂,156,127,122,66,96,136,つのでつく,おいうち,いわくだき,こわいかお
241,ミルタンク,♀,176,107,132,66,96,126,ふみつけ,れいとうパンチ,メロメロ,がまん
240,ブビィ,♂,132,108,69,102,87,115,かえんほうしゃ,アイアンテール,あやしいひかり,にほんばれ
126,ブーバー,♂,146,122,84,126,111,119,ほのおのパンチ,スモッグ,えんまく,あやしいひかり
238,ムチュール,♀,135,65,51,120,100,101,サイコキネシス,ふぶき,うたう,てんしのキッス
124,ルージュラ,♀,146,77,62,141,121,121,れいとうパンチ,ねんりき,したでなめる,くろいまなざし
239,エレキッド,♂,132,96,69,97,87,127,10まんボルト,ずつき,いやなおと,ひかりのかべ
125,エレブー,♂,146,110,84,121,111,131,かみなりパンチ,スピードスター,ひかりのかべ,にらみつける
122,バリヤード,♀,121,72,92,126,146,116,サイケこうせん,バリアー,バトンタッチ,みがわり
235,ドーブル,♂,149,59,74,61,86,115,のしかかり,マッハパンチ,かえんほうしゃ,あやしいひかり
83,カモネギ,♂,139,98,87,90,94,92,きりさく,そらをとぶ,はがねのつばさ,つるぎのまい
177,ネイティ,♂,130,85,81,105,80,106,サイコキネシス,みらいよち,ナイトヘッド,あやしいひかり
178,ネイティオ,♀,146,102,97,121,96,121,そらをとぶ,みらいよち,ナイトヘッド,フラッシュ
211,ハリーセン,♀,150,126,105,85,85,116,ヘドロばくだん,ハイドロポンプ,ミサイルばり,ちいさくなる
72,メノクラゲ,♂,130,75,71,85,135,106,なみのり,ヘドロばくだん,ふぶき,いやなおと
73,ドククラゲ,♀,158,93,88,103,143,122,バブルこうせん,ヘドロばくだん,まきつく,バリアー
98,クラブ,♂,120,140,126,60,60,86,クラブハンマー,かいりき,ふぶき,ハサミギロチン
99,キングラー,♀,136,157,142,76,76,101,クラブハンマー,はさむ,ハサミギロチン,にらみつける
213,ツボツボ,♀,105,41,260,40,260,36,ヘドロばくだん,ころがる,がまん,すなあらし
120,ヒトデマン,不,120,80,91,105,90,121,サイコキネシス,ハイドロポンプ,かみなり,じこさいせい
121,スターミー,不,138,98,108,123,108,137,たきのぼり,でんじほう,こうそくスピン,かたくなる
90,シェルダー,♂,120,100,136,80,60,76,なみのり,れいとうビーム,スピードスター,ちょうおんぱ
91,パルシェン,♀,128,118,203,108,68,92,からではさむ,オーロラビーム,とげキャノン,からにこもる
222,サニーゴ,♀,142,88,117,97,117,67,なみのり,げんしのちから,ミラーコート,メロメロ
223,テッポウオ,♂,127,102,73,102,72,102,なみのり,れいとうビーム,はかいこうせん,ロックオン
224,オクタン,♀,156,132,102,131,101,71,オクタンほう,はかいこうせん,きあいだめ,ロックオン
170,チョンチー,♂,165,73,74,91,91,103,なみのり,かみなり,あまごい,あやしいひかり
171,ランターン,♀,206,85,85,102,102,93,ハイドロポンプ,スパーク,じたばた,ちょうおんぱ
86,パウワウ,♂,155,80,91,80,105,81,なみのり,れいとうビーム,ずつき,しんぴのまもり
87,ジュゴン,♀,171,97,107,96,121,96,たきのぼり,オーロラビーム,ねごと,ねむる
108,ベロリンガ,♂,177,88,107,92,107,62,はかいこうせん,シャドーボール,なみのり,ちょうおんぱ
114,モンジャラ,♀,150,86,145,130,70,91,ギガドレイン,どろぼう,ねむりごな,せいちょう
133,イーブイ,♂,145,90,86,80,100,91,とっしん,アイアンテール,シャドーボール,すなかけ
134,シャワーズ,♂,208,88,83,133,118,87,たきのぼり,でんこうせっか,とける,すなかけ
135,サンダース,♂,143,88,83,133,118,152,でんじほう,ミサイルばり,にどげり,すなかけ
136,ブースター,♂,143,153,83,118,133,87,だいもんじ,スモッグ,でんこうせっか,しっぽをふる
196,エーフィ,♂,143,88,83,153,118,132,サイケこうせん,スピードスター,しっぽをふる,じこあんじ
197,ブラッキー,♂,173,88,133,83,153,87,だましうち,でんこうせっか,すなかけ,くろいまなざし
116,タッツー,♂,122,77,108,107,62,97,ハイドロポンプ,ふぶき,あまごい,えんまく
117,シードラ,♀,140,96,125,125,75,116,なみのり,りゅうのいぶき,スピードスター,えんまく
230,キングドラ,♀,153,118,118,118,118,107,たきのぼり,たつまき,やつあたり,にらみつける
207,グライガー,♀,150,106,135,65,95,116,きりさく,だましうち,アイアンテール,すなかけ
225,デリバード,♂,135,90,81,100,80,111,プレゼント,ふぶき,そらをとぶ,かげぶんしん
220,ウリムー,♂,144,89,79,71,71,90,ふぶき,じしん,かいりき,しろいきり
221,イノムー,♀,183,129,108,88,88,79,こごえるかぜ,じしん,みだれづき,しろいきり
216,ヒメグマ,♂,150,115,86,85,85,76,きりさく,だましうち,じしん,メロメロ
217,リングマ,♀,169,155,100,99,99,79,あなをほる,ほのおのパンチ,いびき,ねむる
231,ゴマゾウ,♂,180,95,96,75,75,76,じしん,すてみタックル,かげぶんしん,いばる
232,ドンファン,♀,169,145,145,84,84,74,じしん,こうそくスピン,すなあらし,なきごえ
226,マンタイン,♀,146,67,97,106,166,96,つばさでうつ,たきのぼり,とっしん,ちょうおんぱ
227,エアームド,♀,146,107,167,66,96,96,はがねのつばさ,そらをとぶ,みだれづき,こうそくいどう
84,ドードー,♂,125,120,81,70,70,111,ドリルくちばし,トライアタック,はがねのつばさ,かげぶんしん
85,ドードリオ,♀,141,137,97,86,86,126,そらをとぶ,トライアタック,おいうち,なきごえ
77,ポニータ,♀,135,116,85,95,95,121,だいもんじ,ずつき,アイアンテール,にほんばれ
78,ギャロップ,♀,144,125,95,104,104,129,ほのおのうず,ふみつけ,メロメロ,どくどく
104,カラカラ,♂,140,85,131,75,85,71,ホネブーメラン,ずつき,こごえるかぜ,きあいだめ
105,ガラガラ,♀,145,111,140,80,110,76,ボーンラッシュ,あばれる,かみなりパンチ,きあいだめ
115,ガルーラ,♀,186,122,107,66,106,116,ピヨピヨパンチ,かみつく,なみのり,にらみつける
111,サイホーン,♂,170,120,131,65,65,61,じしん,ころがる,アイアンテール,こわいかお
112,サイドン,♀,186,157,147,71,71,66,あなをほる,ふみつけ,でんじほう,こわいかお
198,ヤミカラス,♀,145,116,72,115,72,122,だましうち,そらをとぶ,ナイトヘッド,くろいきり
228,デルビル,♂,135,95,66,115,85,101,かえんほうしゃ,かみくだく,ヘドロばくだん,にほんばれ
229,ヘルガー,♀,154,115,75,134,104,119,ひのこ,かみつく,スピードスター,ほえる
218,マグマッグ,♂,134,79,79,111,81,60,かえんほうしゃ,いわなだれ,のしかかり,ドわすれ
219,マグカルゴ,♀,135,81,150,110,110,61,だいもんじ,いわなだれ,スモッグ,ドわすれ
215,ニューラ,♀,140,126,85,65,105,146,れいとうパンチ,だましうち,ずつき,いやなおと
200,ムウマ,♀,145,91,90,115,115,116,シャドーボール,かみなり,サイコウェーブ,いたみわけ
137,ポリゴン,不,152,93,102,117,107,72,トライアタック,ふぶき,かくばる,テクスチャー2
233,ポリゴン2,不,163,103,113,128,118,82,スピードスター,でんじほう,どろぼう,テクスチャー
113,ラッキー,♀,331,32,32,61,131,76,タマゴばくだん,ふぶき,ゆめくい,うたう
242,ハピナス,♀,333,33,33,98,158,77,タマゴばくだん,かみなり,まるくなる,フラッシュ
131,ラプラス,♀,208,108,103,108,118,82,うずしお,こごえるかぜ,ほろびのうた,しろいきり
138,オムナイト,♂,122,73,132,122,87,67,なみのり,げんしのちから,ふぶき,まもる
139,オムスター,♂,151,87,152,141,96,81,みずでっぽう,げんしのちから,とげキャノン,かみつく
140,カブト,♂,117,113,122,87,77,87,ころがる,ギガドレイン,ふぶき,メロメロ
141,カブトプス,♂,141,142,132,91,96,106,ずつき,なみのり,にらみつける,こらえる
142,プテラ,♂,158,128,88,83,98,152,げんしのちから,かみつく,のろい,ちょうおんぱ
143,カビゴン,♂,238,133,88,88,133,52,ずつき,ほのおのパンチ,まるくなる,のろい
1,フシギダネ,♂,135,84,85,100,100,81,はっぱカッター,ずつき,どくどく,せいちょう
2,フシギソウ,♂,145,93,93,110,110,91,ソーラービーム,れんぞくぎり,やどりぎのタネ,にほんばれ
3,フシギバナ,♂,158,105,106,123,123,102,ギガドレイン,たいあたり,どくのこな,なきごえ
4,ヒトカゲ,♂,129,87,79,95,85,101,かえんほうしゃ,きりさく,りゅうのいぶき,にほんばれ
5,リザード,♂,143,95,88,110,95,111,だいもんじ,かいりき,あなをほる,えんまく
6,リザードン,♂,156,107,101,132,108,122,ほのおのパンチ,つばさでうつ,なきごえ,こわいかお
7,ゼニガメ,♂,134,83,101,85,99,79,なみのり,かみつく,ふぶき,あまごい
8,カメール,♂,144,94,110,95,110,89,たきのぼり,こごえるかぜ,あなをほる,こうそくスピン
9,カメックス,♂,157,106,123,108,128,100,ハイドロポンプ,こうそくスピン,どろかけ,からにこもる
144,フリーザー,不,155,94,110,105,135,94,ふぶき,かまいたち,ものまね,のろい
145,サンダー,不,155,99,95,135,100,109,かみなり,いわくだき,フラッシュ,みきり
146,ファイヤー,不,155,109,100,135,95,99,だいもんじ,ゴッドバード,ほえる,こらえる
243,ライコウ,不,160,100,90,130,115,130,スパーク,でんこうせっか,フラッシュ,ほえる
244,エンテイ,不,182,127,97,102,87,112,だいもんじ,いわくだき,にらみつける,ほえる
245,スイクン,不,170,90,130,105,130,100,バブルこうせん,かぜおこし,のろい,ほえる
147,ミニリュウ,♂,131,99,81,85,85,86,げきりん,ずつき,しんぴのまもり,でんじは
148,ハクリュー,♀,146,115,95,100,100,101,りゅうのいぶき,ずつき,だいもんじ,でんじは
149,カイリュー,♀,151,139,100,105,105,85,そらをとぶ,りゅうのいかり,いわくだき,にらみつける
246,ヨーギラス,♂,142,101,88,82,87,78,いわなだれ,じしん,はかいこうせん,いばる
247,サナギラス,♀,155,115,100,95,100,82,いわなだれ,あなをほる,はかいこうせん,いやなおと
248,バンギラス,♀,160,139,115,100,105,66,かみつく,どろかけ,にらみつける,すなあらし
